wall_time,type,session,nfloats,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,accuracy
1779232421.728418,0,1,14,0.00,0.00,753088.50,837958.50,155991.70,7563066.00,928420.62,6981954.00,33.00,33.00,33.00,33.00,33.00,33.00,171984367608
1779232421.855166,0,1,14,0.00,0.00,753481.62,835376.31,155813.98,7579634.00,930449.69,6995714.50,33.00,33.00,33.00,33.00,33.00,33.00,172111547230
1779232421.982937,0,1,14,0.00,0.00,752363.81,834933.19,156012.86,7531863.00,925957.69,6951082.00,33.00,33.00,33.00,33.00,33.00,33.00,172238883021
1779232422.109878,0,1,14,0.00,0.00,752278.44,834974.38,155450.92,7539732.50,927263.50,6960386.50,33.00,33.00,33.00,33.00,33.00,33.00,172366284241
1779232422.237457,0,1,14,0.00,0.00,751988.56,834894.94,155520.31,7541771.00,926166.06,6961240.50,33.00,33.00,33.00,33.00,33.00,33.00,172493601477
1779232422.365313,0,1,14,0.00,0.00,753967.06,834456.75,155656.58,7542696.00,927669.12,6962349.00,33.00,33.00,33.00,33.00,33.00,33.00,172621241874
1779232422.492614,0,1,14,0.00,0.00,754584.56,836202.75,155548.25,7581404.50,929444.25,6997871.00,33.00,33.00,33.00,33.00,33.00,33.00,172748547066
1779232422.619563,0,1,14,2.82,0.00,752889.00,836151.75,156001.02,7565363.50,928822.19,6983021.50,33.00,33.00,33.00,33.00,33.00,33.00,172875859378
1779232422.746805,0,1,14,103896.05,0.00,754426.75,835554.75,156302.30,7589802.50,928109.06,6971632.50,33.00,33.00,33.00,33.00,33.00,33.00,173003172871
1779232422.874365,0,1,14,3769715200.00,0.00,753508.44,835362.56,155423.83,7553712.50,927725.75,6972323.00,33.00,33.00,33.00,33.00,33.00,33.00,173130428746
1779232423.002858,0,1,14,138044963291136.00,0.00,752868.12,835560.62,155637.95,7537735.50,926683.94,6957065.50,33.00,33.00,33.00,33.00,33.00,33.00,173257988658
1779232423.130849,0,1,14,5280798767312797696.00,0.00,751390.94,836375.25,155295.20,7530256.50,924832.88,6949600.50,33.00,33.00,33.00,33.00,33.00,33.00,173385355861
1779232423.257794,0,1,14,203570215161324873187328.00,0.00,753173.88,836043.94,156018.80,7545867.00,926997.50,6965008.50,33.00,33.00,33.00,33.00,33.00,33.00,173512879681
